Vp,gesch,age,herk,bildg,min,item,itemid,rat,typ
158,m,32,NRW,Uni,94,jemandem schlägt das Herz bis zum Hals,NH19_18,3,meto
158,m,32,NRW,Uni,94,etwas aus eigener Tasche bezahlen,NH19_22,1,meto
158,m,32,NRW,Uni,94,die Nase rümpfen,NH19_25,2,meto
158,m,32,NRW,Uni,94,einen Luftsprung machen,NH19_27,1,meto
158,m,32,NRW,Uni,94,keinen Finger krümmen,NH20_02,1,meto
158,m,32,NRW,Uni,94,in den roten Zahlen sein,NH20_03,1,meto
158,m,32,NRW,Uni,94,kein Wort über die Lippen bringen,NH20_04,1,meto
158,m,32,NRW,Uni,94,das letzte Wort haben,NH20_08,3,meto
158,m,32,NRW,Uni,94,eine böse Zunge haben,NH20_09,1,meto
158,m,32,NRW,Uni,94,etwas unter vier Augen besprechen,NH20_14,1,meto
158,m,32,NRW,Uni,94,sich nicht wohl in seiner Haut fühlen,NH20_20,1,meto
158,m,32,NRW,Uni,94,große Augen machen,NH20_21,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,mit leeren Händen kommen,NH14_01,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,seine eigenen vier Wände haben,NH14_03,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,auf den Beinen sein,NH14_04,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,kein Auge zutun,NH14_10,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,über alle Berge sein,NH14_16,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,sich aufs Ohr legen,NH14_21,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,in falsche Hände geraten,NH14_26,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,die Finger von etwas lassen,NH14_27,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,mit seinen Reizen spielen,NH14_28,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,jemandem knurrt der Magen,NH14_29,3,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,jemandem läuft ein Schauer über den Rücken,NH19_02,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,sich unters Messer legen,NH19_07,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,vor jemandes Nase stehen,NH19_08,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,keine Papiere haben,NH19_09,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,etwas nicht aus den Augen lassen,NH19_13,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,jemandem schlägt das Herz bis zum Hals,NH19_18,4,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,die Nase rümpfen,NH19_25,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,einen Luftsprung machen,NH19_27,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,keinen Finger krümmen,NH20_02,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,in den roten Zahlen sein,NH20_03,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,kein Wort über die Lippen bringen,NH20_04,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,das letzte Wort haben,NH20_08,3,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,eine böse Zunge haben,NH20_09,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,etwas unter vier Augen besprechen,NH20_14,2,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,sich nicht wohl in seiner Haut fühlen,NH20_20,1,meto
159,m,42,Ba-Wü,Lehre/Ausb,7,große Augen machen,NH20_21,1,meto
160,m,25,NRW,Uni,89,mit leeren Händen kommen,NH14_01,3,meto
160,m,25,NRW,Uni,89,seine eigenen vier Wände haben,NH14_03,2,meto
160,m,25,NRW,Uni,89,auf den Beinen sein,NH14_04,3,meto
160,m,25,NRW,Uni,89,kein Auge zutun,NH14_10,1,meto
160,m,25,NRW,Uni,89,über alle Berge sein,NH14_16,1,meto
160,m,25,NRW,Uni,89,sich aufs Ohr legen,NH14_21,2,meto
160,m,25,NRW,Uni,89,in falsche Hände geraten,NH14_26,1,meto
160,m,25,NRW,Uni,89,die Finger von etwas lassen,NH14_27,2,meto
160,m,25,NRW,Uni,89,mit seinen Reizen spielen,NH14_28,2,meto
160,m,25,NRW,Uni,89,jemandem knurrt der Magen,NH14_29,3,meto
160,m,25,NRW,Uni,89,jemandem läuft ein Schauer über den Rücken,NH19_02,4,meto
160,m,25,NRW,Uni,89,sich unters Messer legen,NH19_07,1,meto
160,m,25,NRW,Uni,89,vor jemandes Nase stehen,NH19_08,2,meto
160,m,25,NRW,Uni,89,keine Papiere haben,NH19_09,1,meto
160,m,25,NRW,Uni,89,etwas nicht aus den Augen lassen,NH19_13,2,meto
160,m,25,NRW,Uni,89,jemandem schlägt das Herz bis zum Hals,NH19_18,3,meto
160,m,25,NRW,Uni,89,etwas aus eigener Tasche bezahlen,NH19_22,3,meto
160,m,25,NRW,Uni,89,die Nase rümpfen,NH19_25,2,meto
160,m,25,NRW,Uni,89,einen Luftsprung machen,NH19_27,2,meto
160,m,25,NRW,Uni,89,keinen Finger krümmen,NH20_02,1,meto
160,m,25,NRW,Uni,89,in den roten Zahlen sein,NH20_03,1,meto
160,m,25,NRW,Uni,89,kein Wort über die Lippen bringen,NH20_04,1,meto
160,m,25,NRW,Uni,89,das letzte Wort haben,NH20_08,1,meto
160,m,25,NRW,Uni,89,eine böse Zunge haben,NH20_09,1,meto
160,m,25,NRW,Uni,89,etwas unter vier Augen besprechen,NH20_14,2,meto
160,m,25,NRW,Uni,89,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
160,m,25,NRW,Uni,89,große Augen machen,NH20_21,2,meto
161,m,28,Berlin,Abi,62,mit leeren Händen kommen,NH14_01,2,meto
161,m,28,Berlin,Abi,62,seine eigenen vier Wände haben,NH14_03,2,meto
161,m,28,Berlin,Abi,62,auf den Beinen sein,NH14_04,2,meto
161,m,28,Berlin,Abi,62,kein Auge zutun,NH14_10,2,meto
161,m,28,Berlin,Abi,62,über alle Berge sein,NH14_16,1,meto
161,m,28,Berlin,Abi,62,sich aufs Ohr legen,NH14_21,1,meto
161,m,28,Berlin,Abi,62,in falsche Hände geraten,NH14_26,2,meto
161,m,28,Berlin,Abi,62,die Finger von etwas lassen,NH14_27,2,meto
161,m,28,Berlin,Abi,62,mit seinen Reizen spielen,NH14_28,2,meto
161,m,28,Berlin,Abi,62,jemandem knurrt der Magen,NH14_29,4,meto
161,m,28,Berlin,Abi,62,jemandem läuft ein Schauer über den Rücken,NH19_02,2,meto
161,m,28,Berlin,Abi,62,sich unters Messer legen,NH19_07,4,meto
161,m,28,Berlin,Abi,62,vor jemandes Nase stehen,NH19_08,3,meto
161,m,28,Berlin,Abi,62,keine Papiere haben,NH19_09,4,meto
161,m,28,Berlin,Abi,62,etwas nicht aus den Augen lassen,NH19_13,3,meto
161,m,28,Berlin,Abi,62,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
161,m,28,Berlin,Abi,62,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
161,m,28,Berlin,Abi,62,die Nase rümpfen,NH19_25,2,meto
161,m,28,Berlin,Abi,62,einen Luftsprung machen,NH19_27,1,meto
161,m,28,Berlin,Abi,62,keinen Finger krümmen,NH20_02,1,meto
161,m,28,Berlin,Abi,62,in den roten Zahlen sein,NH20_03,1,meto
161,m,28,Berlin,Abi,62,kein Wort über die Lippen bringen,NH20_04,2,meto
161,m,28,Berlin,Abi,62,das letzte Wort haben,NH20_08,3,meto
161,m,28,Berlin,Abi,62,eine böse Zunge haben,NH20_09,1,meto
161,m,28,Berlin,Abi,62,etwas unter vier Augen besprechen,NH20_14,2,meto
161,m,28,Berlin,Abi,62,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
161,m,28,Berlin,Abi,62,große Augen machen,NH20_21,1,meto
162,w,35,Sachsen,Uni,66,mit leeren Händen kommen,NH14_01,2,meto
162,w,35,Sachsen,Uni,66,seine eigenen vier Wände haben,NH14_03,2,meto
162,w,35,Sachsen,Uni,66,auf den Beinen sein,NH14_04,2,meto
162,w,35,Sachsen,Uni,66,kein Auge zutun,NH14_10,3,meto
162,w,35,Sachsen,Uni,66,über alle Berge sein,NH14_16,1,meto
162,w,35,Sachsen,Uni,66,sich aufs Ohr legen,NH14_21,2,meto
162,w,35,Sachsen,Uni,66,in falsche Hände geraten,NH14_26,1,meto
162,w,35,Sachsen,Uni,66,die Finger von etwas lassen,NH14_27,2,meto
162,w,35,Sachsen,Uni,66,mit seinen Reizen spielen,NH14_28,2,meto
162,w,35,Sachsen,Uni,66,jemandem knurrt der Magen,NH14_29,4,meto
162,w,35,Sachsen,Uni,66,jemandem läuft ein Schauer über den Rücken,NH19_02,4,meto
162,w,35,Sachsen,Uni,66,sich unters Messer legen,NH19_07,2,meto
162,w,35,Sachsen,Uni,66,vor jemandes Nase stehen,NH19_08,2,meto
162,w,35,Sachsen,Uni,66,keine Papiere haben,NH19_09,2,meto
162,w,35,Sachsen,Uni,66,etwas nicht aus den Augen lassen,NH19_13,2,meto
162,w,35,Sachsen,Uni,66,jemandem schlägt das Herz bis zum Hals,NH19_18,1,meto
162,w,35,Sachsen,Uni,66,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
162,w,35,Sachsen,Uni,66,die Nase rümpfen,NH19_25,2,meto
162,w,35,Sachsen,Uni,66,einen Luftsprung machen,NH19_27,1,meto
162,w,35,Sachsen,Uni,66,keinen Finger krümmen,NH20_02,1,meto
162,w,35,Sachsen,Uni,66,in den roten Zahlen sein,NH20_03,1,meto
162,w,35,Sachsen,Uni,66,kein Wort über die Lippen bringen,NH20_04,2,meto
162,w,35,Sachsen,Uni,66,das letzte Wort haben,NH20_08,4,meto
162,w,35,Sachsen,Uni,66,eine böse Zunge haben,NH20_09,1,meto
162,w,35,Sachsen,Uni,66,etwas unter vier Augen besprechen,NH20_14,4,meto
162,w,35,Sachsen,Uni,66,sich nicht wohl in seiner Haut fühlen,NH20_20,1,meto
162,w,35,Sachsen,Uni,66,große Augen machen,NH20_21,1,meto
163,m,32,Hessen,Prom,42,mit leeren Händen kommen,NH14_01,2,meto
163,m,32,Hessen,Prom,42,seine eigenen vier Wände haben,NH14_03,4,meto
163,m,32,Hessen,Prom,42,auf den Beinen sein,NH14_04,4,meto
163,m,32,Hessen,Prom,42,kein Auge zutun,NH14_10,1,meto
163,m,32,Hessen,Prom,42,über alle Berge sein,NH14_16,2,meto
163,m,32,Hessen,Prom,42,sich aufs Ohr legen,NH14_21,4,meto
163,m,32,Hessen,Prom,42,in falsche Hände geraten,NH14_26,2,meto
163,m,32,Hessen,Prom,42,die Finger von etwas lassen,NH14_27,1,meto
163,m,32,Hessen,Prom,42,mit seinen Reizen spielen,NH14_28,3,meto
163,m,32,Hessen,Prom,42,jemandem knurrt der Magen,NH14_29,4,meto
163,m,32,Hessen,Prom,42,jemandem läuft ein Schauer über den Rücken,NH19_02,3,meto
163,m,32,Hessen,Prom,42,sich unters Messer legen,NH19_07,2,meto
163,m,32,Hessen,Prom,42,vor jemandes Nase stehen,NH19_08,3,meto
163,m,32,Hessen,Prom,42,keine Papiere haben,NH19_09,2,meto
163,m,32,Hessen,Prom,42,etwas nicht aus den Augen lassen,NH19_13,3,meto
163,m,32,Hessen,Prom,42,jemandem schlägt das Herz bis zum Hals,NH19_18,3,meto
163,m,32,Hessen,Prom,42,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
163,m,32,Hessen,Prom,42,die Nase rümpfen,NH19_25,2,meto
163,m,32,Hessen,Prom,42,einen Luftsprung machen,NH19_27,1,meto
163,m,32,Hessen,Prom,42,keinen Finger krümmen,NH20_02,1,meto
163,m,32,Hessen,Prom,42,in den roten Zahlen sein,NH20_03,3,meto
163,m,32,Hessen,Prom,42,kein Wort über die Lippen bringen,NH20_04,2,meto
163,m,32,Hessen,Prom,42,das letzte Wort haben,NH20_08,2,meto
163,m,32,Hessen,Prom,42,eine böse Zunge haben,NH20_09,1,meto
163,m,32,Hessen,Prom,42,etwas unter vier Augen besprechen,NH20_14,3,meto
163,m,32,Hessen,Prom,42,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
163,m,32,Hessen,Prom,42,große Augen machen,NH20_21,2,meto
165,m,20,Bayern,Abi,119,mit leeren Händen kommen,NH14_01,3,meto
165,m,20,Bayern,Abi,119,seine eigenen vier Wände haben,NH14_03,2,meto
165,m,20,Bayern,Abi,119,auf den Beinen sein,NH14_04,3,meto
165,m,20,Bayern,Abi,119,kein Auge zutun,NH14_10,2,meto
165,m,20,Bayern,Abi,119,über alle Berge sein,NH14_16,1,meto
165,m,20,Bayern,Abi,119,sich aufs Ohr legen,NH14_21,3,meto
165,m,20,Bayern,Abi,119,in falsche Hände geraten,NH14_26,1,meto
165,m,20,Bayern,Abi,119,die Finger von etwas lassen,NH14_27,3,meto
165,m,20,Bayern,Abi,119,mit seinen Reizen spielen,NH14_28,2,meto
165,m,20,Bayern,Abi,119,jemandem knurrt der Magen,NH14_29,3,meto
165,m,20,Bayern,Abi,119,jemandem läuft ein Schauer über den Rücken,NH19_02,4,meto
165,m,20,Bayern,Abi,119,sich unters Messer legen,NH19_07,4,meto
165,m,20,Bayern,Abi,119,vor jemandes Nase stehen,NH19_08,4,meto
165,m,20,Bayern,Abi,119,keine Papiere haben,NH19_09,3,meto
165,m,20,Bayern,Abi,119,etwas nicht aus den Augen lassen,NH19_13,3,meto
165,m,20,Bayern,Abi,119,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
165,m,20,Bayern,Abi,119,etwas aus eigener Tasche bezahlen,NH19_22,3,meto
165,m,20,Bayern,Abi,119,die Nase rümpfen,NH19_25,2,meto
165,m,20,Bayern,Abi,119,einen Luftsprung machen,NH19_27,2,meto
165,m,20,Bayern,Abi,119,keinen Finger krümmen,NH20_02,2,meto
165,m,20,Bayern,Abi,119,in den roten Zahlen sein,NH20_03,1,meto
165,m,20,Bayern,Abi,119,kein Wort über die Lippen bringen,NH20_04,2,meto
165,m,20,Bayern,Abi,119,das letzte Wort haben,NH20_08,4,meto
165,m,20,Bayern,Abi,119,eine böse Zunge haben,NH20_09,1,meto
165,m,20,Bayern,Abi,119,etwas unter vier Augen besprechen,NH20_14,4,meto
165,m,20,Bayern,Abi,119,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
165,m,20,Bayern,Abi,119,große Augen machen,NH20_21,2,meto
166,w,25,Schleswig,Abi,62,mit leeren Händen kommen,NH14_01,4,meto
166,w,25,Schleswig,Abi,62,seine eigenen vier Wände haben,NH14_03,3,meto
166,w,25,Schleswig,Abi,62,auf den Beinen sein,NH14_04,3,meto
166,w,25,Schleswig,Abi,62,kein Auge zutun,NH14_10,4,meto
166,w,25,Schleswig,Abi,62,über alle Berge sein,NH14_16,2,meto
166,w,25,Schleswig,Abi,62,sich aufs Ohr legen,NH14_21,3,meto
166,w,25,Schleswig,Abi,62,in falsche Hände geraten,NH14_26,2,meto
166,w,25,Schleswig,Abi,62,die Finger von etwas lassen,NH14_27,3,meto
166,w,25,Schleswig,Abi,62,mit seinen Reizen spielen,NH14_28,2,meto
166,w,25,Schleswig,Abi,62,jemandem knurrt der Magen,NH14_29,4,meto
166,w,25,Schleswig,Abi,62,jemandem läuft ein Schauer über den Rücken,NH19_02,2,meto
166,w,25,Schleswig,Abi,62,sich unters Messer legen,NH19_07,3,meto
166,w,25,Schleswig,Abi,62,vor jemandes Nase stehen,NH19_08,4,meto
166,w,25,Schleswig,Abi,62,keine Papiere haben,NH19_09,2,meto
166,w,25,Schleswig,Abi,62,etwas nicht aus den Augen lassen,NH19_13,4,meto
166,w,25,Schleswig,Abi,62,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
166,w,25,Schleswig,Abi,62,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
166,w,25,Schleswig,Abi,62,die Nase rümpfen,NH19_25,2,meto
166,w,25,Schleswig,Abi,62,einen Luftsprung machen,NH19_27,1,meto
166,w,25,Schleswig,Abi,62,keinen Finger krümmen,NH20_02,3,meto
166,w,25,Schleswig,Abi,62,in den roten Zahlen sein,NH20_03,3,meto
166,w,25,Schleswig,Abi,62,kein Wort über die Lippen bringen,NH20_04,2,meto
166,w,25,Schleswig,Abi,62,das letzte Wort haben,NH20_08,2,meto
166,w,25,Schleswig,Abi,62,eine böse Zunge haben,NH20_09,2,meto
166,w,25,Schleswig,Abi,62,etwas unter vier Augen besprechen,NH20_14,3,meto
166,w,25,Schleswig,Abi,62,sich nicht wohl in seiner Haut fühlen,NH20_20,1,meto
166,w,25,Schleswig,Abi,62,große Augen machen,NH20_21,2,meto
168,w,30,Sachsen,Uni,45,mit leeren Händen kommen,NH14_01,3,meto
168,w,30,Sachsen,Uni,45,seine eigenen vier Wände haben,NH14_03,3,meto
168,w,30,Sachsen,Uni,45,auf den Beinen sein,NH14_04,2,meto
168,w,30,Sachsen,Uni,45,kein Auge zutun,NH14_10,4,meto
168,w,30,Sachsen,Uni,45,über alle Berge sein,NH14_16,2,meto
168,w,30,Sachsen,Uni,45,sich aufs Ohr legen,NH14_21,4,meto
168,w,30,Sachsen,Uni,45,in falsche Hände geraten,NH14_26,3,meto
168,w,30,Sachsen,Uni,45,die Finger von etwas lassen,NH14_27,3,meto
168,w,30,Sachsen,Uni,45,mit seinen Reizen spielen,NH14_28,2,meto
168,w,30,Sachsen,Uni,45,jemandem knurrt der Magen,NH14_29,3,meto
168,w,30,Sachsen,Uni,45,jemandem läuft ein Schauer über den Rücken,NH19_02,3,meto
168,w,30,Sachsen,Uni,45,sich unters Messer legen,NH19_07,4,meto
168,w,30,Sachsen,Uni,45,vor jemandes Nase stehen,NH19_08,3,meto
168,w,30,Sachsen,Uni,45,keine Papiere haben,NH19_09,4,meto
168,w,30,Sachsen,Uni,45,etwas nicht aus den Augen lassen,NH19_13,3,meto
168,w,30,Sachsen,Uni,45,jemandem schlägt das Herz bis zum Hals,NH19_18,3,meto
168,w,30,Sachsen,Uni,45,etwas aus eigener Tasche bezahlen,NH19_22,4,meto
168,w,30,Sachsen,Uni,45,die Nase rümpfen,NH19_25,2,meto
168,w,30,Sachsen,Uni,45,einen Luftsprung machen,NH19_27,3,meto
168,w,30,Sachsen,Uni,45,keinen Finger krümmen,NH20_02,2,meto
168,w,30,Sachsen,Uni,45,in den roten Zahlen sein,NH20_03,2,meto
168,w,30,Sachsen,Uni,45,kein Wort über die Lippen bringen,NH20_04,3,meto
168,w,30,Sachsen,Uni,45,das letzte Wort haben,NH20_08,3,meto
168,w,30,Sachsen,Uni,45,eine böse Zunge haben,NH20_09,2,meto
168,w,30,Sachsen,Uni,45,etwas unter vier Augen besprechen,NH20_14,3,meto
168,w,30,Sachsen,Uni,45,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
168,w,30,Sachsen,Uni,45,große Augen machen,NH20_21,4,meto
169,m,26,Bayern,Uni,51,mit leeren Händen kommen,NH14_01,3,meto
169,m,26,Bayern,Uni,51,seine eigenen vier Wände haben,NH14_03,4,meto
169,m,26,Bayern,Uni,51,auf den Beinen sein,NH14_04,4,meto
169,m,26,Bayern,Uni,51,kein Auge zutun,NH14_10,4,meto
169,m,26,Bayern,Uni,51,über alle Berge sein,NH14_16,1,meto
169,m,26,Bayern,Uni,51,sich aufs Ohr legen,NH14_21,1,meto
169,m,26,Bayern,Uni,51,in falsche Hände geraten,NH14_26,1,meto
169,m,26,Bayern,Uni,51,die Finger von etwas lassen,NH14_27,4,meto
169,m,26,Bayern,Uni,51,mit seinen Reizen spielen,NH14_28,3,meto
169,m,26,Bayern,Uni,51,jemandem knurrt der Magen,NH14_29,4,meto
169,m,26,Bayern,Uni,51,jemandem läuft ein Schauer über den Rücken,NH19_02,3,meto
169,m,26,Bayern,Uni,51,sich unters Messer legen,NH19_07,4,meto
169,m,26,Bayern,Uni,51,vor jemandes Nase stehen,NH19_08,2,meto
169,m,26,Bayern,Uni,51,keine Papiere haben,NH19_09,2,meto
169,m,26,Bayern,Uni,51,etwas nicht aus den Augen lassen,NH19_13,4,meto
169,m,26,Bayern,Uni,51,jemandem schlägt das Herz bis zum Hals,NH19_18,4,meto
169,m,26,Bayern,Uni,51,etwas aus eigener Tasche bezahlen,NH19_22,4,meto
169,m,26,Bayern,Uni,51,die Nase rümpfen,NH19_25,2,meto
169,m,26,Bayern,Uni,51,einen Luftsprung machen,NH19_27,3,meto
169,m,26,Bayern,Uni,51,keinen Finger krümmen,NH20_02,1,meto
169,m,26,Bayern,Uni,51,in den roten Zahlen sein,NH20_03,1,meto
169,m,26,Bayern,Uni,51,kein Wort über die Lippen bringen,NH20_04,2,meto
169,m,26,Bayern,Uni,51,das letzte Wort haben,NH20_08,3,meto
169,m,26,Bayern,Uni,51,eine böse Zunge haben,NH20_09,1,meto
169,m,26,Bayern,Uni,51,etwas unter vier Augen besprechen,NH20_14,4,meto
169,m,26,Bayern,Uni,51,sich nicht wohl in seiner Haut fühlen,NH20_20,3,meto
169,m,26,Bayern,Uni,51,große Augen machen,NH20_21,2,meto
170,w,31,Ba-Wü,Uni,91,mit leeren Händen kommen,NH14_01,1,meto
170,w,31,Ba-Wü,Uni,91,seine eigenen vier Wände haben,NH14_03,3,meto
170,w,31,Ba-Wü,Uni,91,auf den Beinen sein,NH14_04,3,meto
170,w,31,Ba-Wü,Uni,91,kein Auge zutun,NH14_10,2,meto
170,w,31,Ba-Wü,Uni,91,über alle Berge sein,NH14_16,1,meto
170,w,31,Ba-Wü,Uni,91,sich aufs Ohr legen,NH14_21,1,meto
170,w,31,Ba-Wü,Uni,91,in falsche Hände geraten,NH14_26,1,meto
170,w,31,Ba-Wü,Uni,91,die Finger von etwas lassen,NH14_27,1,meto
170,w,31,Ba-Wü,Uni,91,mit seinen Reizen spielen,NH14_28,2,meto
170,w,31,Ba-Wü,Uni,91,jemandem knurrt der Magen,NH14_29,3,meto
170,w,31,Ba-Wü,Uni,91,jemandem läuft ein Schauer über den Rücken,NH19_02,4,meto
170,w,31,Ba-Wü,Uni,91,sich unters Messer legen,NH19_07,1,meto
170,w,31,Ba-Wü,Uni,91,vor jemandes Nase stehen,NH19_08,3,meto
170,w,31,Ba-Wü,Uni,91,keine Papiere haben,NH19_09,1,meto
170,w,31,Ba-Wü,Uni,91,etwas nicht aus den Augen lassen,NH19_13,3,meto
170,w,31,Ba-Wü,Uni,91,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
170,w,31,Ba-Wü,Uni,91,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
170,w,31,Ba-Wü,Uni,91,die Nase rümpfen,NH19_25,2,meto
170,w,31,Ba-Wü,Uni,91,einen Luftsprung machen,NH19_27,1,meto
170,w,31,Ba-Wü,Uni,91,keinen Finger krümmen,NH20_02,1,meto
170,w,31,Ba-Wü,Uni,91,in den roten Zahlen sein,NH20_03,1,meto
170,w,31,Ba-Wü,Uni,91,kein Wort über die Lippen bringen,NH20_04,1,meto
170,w,31,Ba-Wü,Uni,91,das letzte Wort haben,NH20_08,2,meto
170,w,31,Ba-Wü,Uni,91,eine böse Zunge haben,NH20_09,1,meto
170,w,31,Ba-Wü,Uni,91,etwas unter vier Augen besprechen,NH20_14,3,meto
170,w,31,Ba-Wü,Uni,91,sich nicht wohl in seiner Haut fühlen,NH20_20,2,meto
170,w,31,Ba-Wü,Uni,91,große Augen machen,NH20_21,2,meto
171,w,23,Bayern,Abi,48,mit leeren Händen kommen,NH14_01,3,meto
171,w,23,Bayern,Abi,48,seine eigenen vier Wände haben,NH14_03,2,meto
171,w,23,Bayern,Abi,48,auf den Beinen sein,NH14_04,4,meto
171,w,23,Bayern,Abi,48,kein Auge zutun,NH14_10,4,meto
171,w,23,Bayern,Abi,48,über alle Berge sein,NH14_16,1,meto
171,w,23,Bayern,Abi,48,sich aufs Ohr legen,NH14_21,4,meto
171,w,23,Bayern,Abi,48,in falsche Hände geraten,NH14_26,2,meto
171,w,23,Bayern,Abi,48,die Finger von etwas lassen,NH14_27,3,meto
171,w,23,Bayern,Abi,48,mit seinen Reizen spielen,NH14_28,4,meto
171,w,23,Bayern,Abi,48,jemandem knurrt der Magen,NH14_29,4,meto
171,w,23,Bayern,Abi,48,jemandem läuft ein Schauer über den Rücken,NH19_02,3,meto
171,w,23,Bayern,Abi,48,sich unters Messer legen,NH19_07,4,meto
171,w,23,Bayern,Abi,48,vor jemandes Nase stehen,NH19_08,3,meto
171,w,23,Bayern,Abi,48,keine Papiere haben,NH19_09,4,meto
171,w,23,Bayern,Abi,48,etwas nicht aus den Augen lassen,NH19_13,3,meto
171,w,23,Bayern,Abi,48,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
171,w,23,Bayern,Abi,48,etwas aus eigener Tasche bezahlen,NH19_22,3,meto
171,w,23,Bayern,Abi,48,die Nase rümpfen,NH19_25,2,meto
171,w,23,Bayern,Abi,48,einen Luftsprung machen,NH19_27,4,meto
171,w,23,Bayern,Abi,48,keinen Finger krümmen,NH20_02,1,meto
171,w,23,Bayern,Abi,48,in den roten Zahlen sein,NH20_03,1,meto
171,w,23,Bayern,Abi,48,kein Wort über die Lippen bringen,NH20_04,4,meto
171,w,23,Bayern,Abi,48,das letzte Wort haben,NH20_08,2,meto
171,w,23,Bayern,Abi,48,eine böse Zunge haben,NH20_09,2,meto
171,w,23,Bayern,Abi,48,etwas unter vier Augen besprechen,NH20_14,4,meto
171,w,23,Bayern,Abi,48,sich nicht wohl in seiner Haut fühlen,NH20_20,4,meto
171,w,23,Bayern,Abi,48,große Augen machen,NH20_21,1,meto
172,m,24,Ba-Wü,Abi,66,mit leeren Händen kommen,NH14_01,1,meto
172,m,24,Ba-Wü,Abi,66,seine eigenen vier Wände haben,NH14_03,2,meto
172,m,24,Ba-Wü,Abi,66,auf den Beinen sein,NH14_04,1,meto
172,m,24,Ba-Wü,Abi,66,kein Auge zutun,NH14_10,3,meto
172,m,24,Ba-Wü,Abi,66,über alle Berge sein,NH14_16,1,meto
172,m,24,Ba-Wü,Abi,66,sich aufs Ohr legen,NH14_21,2,meto
172,m,24,Ba-Wü,Abi,66,in falsche Hände geraten,NH14_26,1,meto
172,m,24,Ba-Wü,Abi,66,die Finger von etwas lassen,NH14_27,2,meto
172,m,24,Ba-Wü,Abi,66,mit seinen Reizen spielen,NH14_28,2,meto
172,m,24,Ba-Wü,Abi,66,jemandem knurrt der Magen,NH14_29,3,meto
172,m,24,Ba-Wü,Abi,66,jemandem läuft ein Schauer über den Rücken,NH19_02,3,meto
172,m,24,Ba-Wü,Abi,66,sich unters Messer legen,NH19_07,3,meto
172,m,24,Ba-Wü,Abi,66,vor jemandes Nase stehen,NH19_08,2,meto
172,m,24,Ba-Wü,Abi,66,keine Papiere haben,NH19_09,3,meto
172,m,24,Ba-Wü,Abi,66,etwas nicht aus den Augen lassen,NH19_13,2,meto
172,m,24,Ba-Wü,Abi,66,jemandem schlägt das Herz bis zum Hals,NH19_18,2,meto
172,m,24,Ba-Wü,Abi,66,etwas aus eigener Tasche bezahlen,NH19_22,2,meto
172,m,24,Ba-Wü,Abi,66,die Nase rümpfen,NH19_25,2,meto
172,m,24,Ba-Wü,Abi,66,einen Luftsprung machen,NH19_27,2,meto
172,m,24,Ba-Wü,Abi,66,keinen Finger krümmen,NH20_02,2,meto
172,m,24,Ba-Wü,Abi,66,in den roten Zahlen sein,NH20_03,1,meto
172,m,24,Ba-Wü,Abi,66,kein Wort über die Lippen bringen,NH20_04,2,meto
172,m,24,Ba-Wü,Abi,66,das letzte Wort haben,NH20_08,2,meto
