Vp,gesch,age,herk,bildg,min,item,itemid,rat,typ
72,w,21,Bremen,Abi,78,31 jemandem die Laune verderben,NH14_31,4,woe
72,w,21,Bremen,Abi,78,32 einen Eid schwören,NH14_32,4,woe
72,w,21,Bremen,Abi,78,35 die Flinte ins Korn werfen,NH14_35,1,meta
72,w,21,Bremen,Abi,78,01 vor Gericht stehen (ein Angeklagter),NH19_01,3,woe
72,w,21,Bremen,Abi,78,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,4,woe
72,w,21,Bremen,Abi,78,03 im Team arbeiten,NH19_03,4,woe
72,w,21,Bremen,Abi,78,04 an Bord gehen,NH19_04,4,woe
72,w,21,Bremen,Abi,78,05 in der Tinte sitzen,NH19_05,1,meta
72,w,21,Bremen,Abi,78,06 jemanden zur Sau machen,NH19_06,1,meta
72,w,21,Bremen,Abi,78,07 jemandem platzt der Kopf,NH19_07,1,meta
72,w,21,Bremen,Abi,78,08 etwas ist in jemandes Interesse,NH19_08,4,woe
72,w,21,Bremen,Abi,78,09 etwas in Stücke schlagen,NH19_09,2,woe
72,w,21,Bremen,Abi,78,10 Langeweile haben,NH19_10,4,woe
72,w,21,Bremen,Abi,78,11 die Kirche im Dorf lassen,NH19_11,1,meta
72,w,21,Bremen,Abi,78,12 sein eigenes Leben haben,NH19_12,4,woe
72,w,21,Bremen,Abi,78,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,4,woe
72,w,21,Bremen,Abi,78,14 in Erfüllung gehen,NH19_14,3,woe
72,w,21,Bremen,Abi,78,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
72,w,21,Bremen,Abi,78,17 das Thema wechseln,NH19_17,4,woe
72,w,21,Bremen,Abi,78,18 etwas ist nicht jemandes Sache,NH19_18,3,woe
72,w,21,Bremen,Abi,78,19 jemanden im Vorbeigehen grüßen,NH19_19,4,woe
72,w,21,Bremen,Abi,78,20 mit dem Feuer spielen,NH19_20,2,meta
72,w,21,Bremen,Abi,78,21 in Kontakt bleiben,NH19_21,4,woe
72,w,21,Bremen,Abi,78,22 auf die schiefe Bahn geraten,NH19_22,1,meta
72,w,21,Bremen,Abi,78,23 etwas zu seinem Vorteil nutzen,NH19_23,4,woe
72,w,21,Bremen,Abi,78,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
72,w,21,Bremen,Abi,78,26 jemandem Dampf machen,NH19_26,1,meta
72,w,21,Bremen,Abi,78,27 seinen Titel verteidigen,NH19_27,3,woe
72,w,21,Bremen,Abi,78,28 in Raten zahlen,NH19_28,4,woe
72,w,21,Bremen,Abi,78,29 seine Berechtigung haben,NH19_29,4,woe
72,w,21,Bremen,Abi,78,32 in Hörweite sein,NH19_32,4,woe
72,w,21,Bremen,Abi,78,33 außer Betrieb sein,NH19_33,4,woe
72,w,21,Bremen,Abi,78,01 keinerlei Mitgefühl haben,NH20_01,4,woe
72,w,21,Bremen,Abi,78,02 zwischen allen Stühlen sitzen,NH20_02,2,meta
72,w,21,Bremen,Abi,78,03 jemanden um den Finger wickeln,NH20_03,1,meta
72,w,21,Bremen,Abi,78,04 die Axt im Walde sein,NH20_04,1,meta
72,w,21,Bremen,Abi,78,05 ein schlechtes Gewissen haben,NH20_05,2,woe
72,w,21,Bremen,Abi,78,07 einen empfindlichen Magen haben,NH20_07,4,woe
72,w,21,Bremen,Abi,78,08 auf eigene Faust handeln,NH20_08,1,meta
72,w,21,Bremen,Abi,78,09 den Rahmen sprengen,NH20_09,1,meta
72,w,21,Bremen,Abi,78,12 zur Seite gehen,NH20_12,4,woe
72,w,21,Bremen,Abi,78,13 seine Meinung ändern,NH20_13,4,woe
72,w,21,Bremen,Abi,78,14 gegen den Strom schwimmen,NH20_14,1,meta
72,w,21,Bremen,Abi,78,16 jemandem die Laune verderben,NH20_16,4,woe
72,w,21,Bremen,Abi,78,17 jemanden in Gefahr bringen,NH20_17,3,woe
72,w,21,Bremen,Abi,78,18 sich schütteln vor Lachen,NH20_18,3,woe
72,w,21,Bremen,Abi,78,19 etwas auf Vorrat kaufen,NH20_19,4,woe
72,w,21,Bremen,Abi,78,20 sich die Kugel geben,NH20_20,1,meta
72,w,21,Bremen,Abi,78,21 ein zweischneidiges Schwert sein,NH20_21,1,meta
72,w,21,Bremen,Abi,78,22 jemandes gutes Recht sein,NH20_22,2,woe
72,w,21,Bremen,Abi,78,23 etwas zum Selbstzweck betreiben,NH20_23,4,woe
72,w,21,Bremen,Abi,78,24 etwas im Halbschlaf hören,NH20_24,3,woe
72,w,21,Bremen,Abi,78,25 ein Griff ins Klo sein,NH20_25,1,meta
72,w,21,Bremen,Abi,78,27 Fahrerflucht begehen,NH20_27,4,woe
72,w,21,Bremen,Abi,78,28 auf dumme Gedanken kommen,NH20_28,4,woe
72,w,21,Bremen,Abi,78,29 Luftschlösser bauen,NH20_29,1,meta
72,w,21,Bremen,Abi,78,31 Schritttempo fahren,NH20_31,4,woe
73,m,39,NRW,Uni,98,01 ein Fels in der Brandung sein,NH14_01,1,meta
73,m,39,NRW,Uni,98,03 jemandem den Marsch blasen,NH14_03,1,meta
73,m,39,NRW,Uni,98,04 jemanden in der Luft zerreißen,NH14_04,1,meta
73,m,39,NRW,Uni,98,05 keinen Spaß verstehen,NH14_05,4,woe
73,m,39,NRW,Uni,98,06 etwas aus dem Ärmel schütteln,NH14_06,1,meta
73,m,39,NRW,Uni,98,08 etwas an die Öffentlichkeit bringen,NH14_08,4,woe
73,m,39,NRW,Uni,98,09 auf jemanden ist kein Verlass,NH14_09,4,woe
73,m,39,NRW,Uni,98,10 einen grünen Daumen haben,NH14_10,1,meta
73,m,39,NRW,Uni,98,11 jemandem die Vorfahrt nehmen,NH14_11,4,woe
73,m,39,NRW,Uni,98,12 sich nicht von der Stelle rühren,NH14_12,3,woe
73,m,39,NRW,Uni,98,13 einen Rausch haben,NH14_13,4,woe
73,m,39,NRW,Uni,98,15 jemandem Gesellschaft leisten,NH14_15,3,woe
73,m,39,NRW,Uni,98,16 jemanden übers Ohr hauen,NH14_16,1,meta
73,m,39,NRW,Uni,98,17 auf der Durchreise sein,NH14_17,3,woe
73,m,39,NRW,Uni,98,18 keine Chance haben,NH14_18,4,woe
73,m,39,NRW,Uni,98,19 Folgerungen ziehen,NH14_19,4,woe
73,m,39,NRW,Uni,98,20 ein ungeschriebenes Gesetz sein,NH14_20,3,woe
73,m,39,NRW,Uni,98,21 bei jemandem fällt der Groschen,NH14_21,1,meta
73,m,39,NRW,Uni,98,22 in Führung gehen (beim Sport),NH14_22,4,woe
73,m,39,NRW,Uni,98,23 jemandem Unrecht tun,NH14_23,4,woe
73,m,39,NRW,Uni,98,24 zur Debatte stehen,NH14_24,4,woe
73,m,39,NRW,Uni,98,25 etwas aus Prinzip tun,NH14_25,4,woe
73,m,39,NRW,Uni,98,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
73,m,39,NRW,Uni,98,27 unter Druck geraten,NH14_27,4,meta
73,m,39,NRW,Uni,98,28 nicht im Hause sein,NH14_28,4,woe
73,m,39,NRW,Uni,98,29 die Pferde scheu machen,NH14_29,3,meta
73,m,39,NRW,Uni,98,30 etwas in aller Deutlichkeit sagen,NH14_30,4,woe
73,m,39,NRW,Uni,98,31 jemandem die Laune verderben,NH14_31,4,woe
73,m,39,NRW,Uni,98,32 einen Eid schwören,NH14_32,4,woe
73,m,39,NRW,Uni,98,35 die Flinte ins Korn werfen,NH14_35,1,meta
73,m,39,NRW,Uni,98,01 vor Gericht stehen (ein Angeklagter),NH19_01,4,woe
73,m,39,NRW,Uni,98,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,4,woe
73,m,39,NRW,Uni,98,03 im Team arbeiten,NH19_03,4,woe
73,m,39,NRW,Uni,98,04 an Bord gehen,NH19_04,2,woe
73,m,39,NRW,Uni,98,05 in der Tinte sitzen,NH19_05,1,meta
73,m,39,NRW,Uni,98,06 jemanden zur Sau machen,NH19_06,1,meta
73,m,39,NRW,Uni,98,07 jemandem platzt der Kopf,NH19_07,1,meta
73,m,39,NRW,Uni,98,08 etwas ist in jemandes Interesse,NH19_08,4,woe
73,m,39,NRW,Uni,98,09 etwas in Stücke schlagen,NH19_09,2,woe
73,m,39,NRW,Uni,98,10 Langeweile haben,NH19_10,4,woe
73,m,39,NRW,Uni,98,11 die Kirche im Dorf lassen,NH19_11,1,meta
73,m,39,NRW,Uni,98,12 sein eigenes Leben haben,NH19_12,4,woe
73,m,39,NRW,Uni,98,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,4,woe
73,m,39,NRW,Uni,98,14 in Erfüllung gehen,NH19_14,4,woe
73,m,39,NRW,Uni,98,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
73,m,39,NRW,Uni,98,17 das Thema wechseln,NH19_17,4,woe
73,m,39,NRW,Uni,98,18 etwas ist nicht jemandes Sache,NH19_18,4,woe
73,m,39,NRW,Uni,98,19 jemanden im Vorbeigehen grüßen,NH19_19,3,woe
73,m,39,NRW,Uni,98,20 mit dem Feuer spielen,NH19_20,1,meta
73,m,39,NRW,Uni,98,21 in Kontakt bleiben,NH19_21,4,woe
73,m,39,NRW,Uni,98,22 auf die schiefe Bahn geraten,NH19_22,1,meta
73,m,39,NRW,Uni,98,23 etwas zu seinem Vorteil nutzen,NH19_23,4,woe
73,m,39,NRW,Uni,98,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
73,m,39,NRW,Uni,98,26 jemandem Dampf machen,NH19_26,1,meta
73,m,39,NRW,Uni,98,27 seinen Titel verteidigen,NH19_27,4,woe
73,m,39,NRW,Uni,98,28 in Raten zahlen,NH19_28,4,woe
73,m,39,NRW,Uni,98,29 seine Berechtigung haben,NH19_29,4,woe
73,m,39,NRW,Uni,98,32 in Hörweite sein,NH19_32,3,woe
73,m,39,NRW,Uni,98,33 außer Betrieb sein,NH19_33,4,woe
73,m,39,NRW,Uni,98,01 keinerlei Mitgefühl haben,NH20_01,4,woe
73,m,39,NRW,Uni,98,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
73,m,39,NRW,Uni,98,03 jemanden um den Finger wickeln,NH20_03,1,meta
73,m,39,NRW,Uni,98,04 die Axt im Walde sein,NH20_04,1,meta
73,m,39,NRW,Uni,98,05 ein schlechtes Gewissen haben,NH20_05,3,woe
73,m,39,NRW,Uni,98,07 einen empfindlichen Magen haben,NH20_07,3,woe
73,m,39,NRW,Uni,98,08 auf eigene Faust handeln,NH20_08,1,meta
73,m,39,NRW,Uni,98,09 den Rahmen sprengen,NH20_09,1,meta
73,m,39,NRW,Uni,98,12 zur Seite gehen,NH20_12,4,woe
73,m,39,NRW,Uni,98,13 seine Meinung ändern,NH20_13,4,woe
73,m,39,NRW,Uni,98,14 gegen den Strom schwimmen,NH20_14,1,meta
73,m,39,NRW,Uni,98,16 jemandem die Laune verderben,NH20_16,4,woe
73,m,39,NRW,Uni,98,17 jemanden in Gefahr bringen,NH20_17,4,woe
73,m,39,NRW,Uni,98,18 sich schütteln vor Lachen,NH20_18,2,woe
73,m,39,NRW,Uni,98,19 etwas auf Vorrat kaufen,NH20_19,4,woe
73,m,39,NRW,Uni,98,20 sich die Kugel geben,NH20_20,1,meta
73,m,39,NRW,Uni,98,21 ein zweischneidiges Schwert sein,NH20_21,1,meta
73,m,39,NRW,Uni,98,22 jemandes gutes Recht sein,NH20_22,4,woe
73,m,39,NRW,Uni,98,23 etwas zum Selbstzweck betreiben,NH20_23,4,woe
73,m,39,NRW,Uni,98,24 etwas im Halbschlaf hören,NH20_24,2,woe
73,m,39,NRW,Uni,98,25 ein Griff ins Klo sein,NH20_25,1,meta
73,m,39,NRW,Uni,98,27 Fahrerflucht begehen,NH20_27,4,woe
73,m,39,NRW,Uni,98,28 auf dumme Gedanken kommen,NH20_28,4,woe
73,m,39,NRW,Uni,98,29 Luftschlösser bauen,NH20_29,1,meta
73,m,39,NRW,Uni,98,31 Schritttempo fahren,NH20_31,4,woe
75,w,39,Schlesw,Uni,103,01 ein Fels in der Brandung sein,NH14_01,1,meta
75,w,39,Schlesw,Uni,103,03 jemandem den Marsch blasen,NH14_03,2,meta
75,w,39,Schlesw,Uni,103,04 jemanden in der Luft zerreißen,NH14_04,1,meta
75,w,39,Schlesw,Uni,103,05 keinen Spaß verstehen,NH14_05,3,woe
75,w,39,Schlesw,Uni,103,06 etwas aus dem Ärmel schütteln,NH14_06,1,meta
75,w,39,Schlesw,Uni,103,08 etwas an die Öffentlichkeit bringen,NH14_08,2,woe
75,w,39,Schlesw,Uni,103,09 auf jemanden ist kein Verlass,NH14_09,4,woe
75,w,39,Schlesw,Uni,103,10 einen grünen Daumen haben,NH14_10,1,meta
75,w,39,Schlesw,Uni,103,11 jemandem die Vorfahrt nehmen,NH14_11,3,woe
75,w,39,Schlesw,Uni,103,12 sich nicht von der Stelle rühren,NH14_12,2,woe
75,w,39,Schlesw,Uni,103,13 einen Rausch haben,NH14_13,3,woe
75,w,39,Schlesw,Uni,103,15 jemandem Gesellschaft leisten,NH14_15,3,woe
75,w,39,Schlesw,Uni,103,16 jemanden übers Ohr hauen,NH14_16,1,meta
75,w,39,Schlesw,Uni,103,17 auf der Durchreise sein,NH14_17,3,woe
75,w,39,Schlesw,Uni,103,18 keine Chance haben,NH14_18,1,woe
75,w,39,Schlesw,Uni,103,19 Folgerungen ziehen,NH14_19,4,woe
75,w,39,Schlesw,Uni,103,20 ein ungeschriebenes Gesetz sein,NH14_20,3,woe
75,w,39,Schlesw,Uni,103,21 bei jemandem fällt der Groschen,NH14_21,1,meta
75,w,39,Schlesw,Uni,103,22 in Führung gehen (beim Sport),NH14_22,3,woe
75,w,39,Schlesw,Uni,103,23 jemandem Unrecht tun,NH14_23,3,woe
75,w,39,Schlesw,Uni,103,24 zur Debatte stehen,NH14_24,2,woe
75,w,39,Schlesw,Uni,103,25 etwas aus Prinzip tun,NH14_25,3,woe
75,w,39,Schlesw,Uni,103,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
75,w,39,Schlesw,Uni,103,27 unter Druck geraten,NH14_27,3,meta
75,w,39,Schlesw,Uni,103,28 nicht im Hause sein,NH14_28,4,woe
75,w,39,Schlesw,Uni,103,29 die Pferde scheu machen,NH14_29,1,meta
75,w,39,Schlesw,Uni,103,30 etwas in aller Deutlichkeit sagen,NH14_30,3,woe
75,w,39,Schlesw,Uni,103,31 jemandem die Laune verderben,NH14_31,3,woe
75,w,39,Schlesw,Uni,103,32 einen Eid schwören,NH14_32,3,woe
75,w,39,Schlesw,Uni,103,35 die Flinte ins Korn werfen,NH14_35,1,meta
75,w,39,Schlesw,Uni,103,01 vor Gericht stehen (ein Angeklagter),NH19_01,3,woe
75,w,39,Schlesw,Uni,103,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,3,woe
75,w,39,Schlesw,Uni,103,03 im Team arbeiten,NH19_03,3,woe
75,w,39,Schlesw,Uni,103,04 an Bord gehen,NH19_04,3,woe
75,w,39,Schlesw,Uni,103,05 in der Tinte sitzen,NH19_05,1,meta
75,w,39,Schlesw,Uni,103,06 jemanden zur Sau machen,NH19_06,1,meta
75,w,39,Schlesw,Uni,103,07 jemandem platzt der Kopf,NH19_07,1,meta
75,w,39,Schlesw,Uni,103,08 etwas ist in jemandes Interesse,NH19_08,3,woe
75,w,39,Schlesw,Uni,103,09 etwas in Stücke schlagen,NH19_09,2,woe
75,w,39,Schlesw,Uni,103,10 Langeweile haben,NH19_10,3,woe
75,w,39,Schlesw,Uni,103,11 die Kirche im Dorf lassen,NH19_11,1,meta
75,w,39,Schlesw,Uni,103,12 sein eigenes Leben haben,NH19_12,3,woe
75,w,39,Schlesw,Uni,103,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,3,woe
75,w,39,Schlesw,Uni,103,14 in Erfüllung gehen,NH19_14,3,woe
75,w,39,Schlesw,Uni,103,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
75,w,39,Schlesw,Uni,103,17 das Thema wechseln,NH19_17,3,woe
75,w,39,Schlesw,Uni,103,18 etwas ist nicht jemandes Sache,NH19_18,2,woe
75,w,39,Schlesw,Uni,103,19 jemanden im Vorbeigehen grüßen,NH19_19,3,woe
75,w,39,Schlesw,Uni,103,20 mit dem Feuer spielen,NH19_20,1,meta
75,w,39,Schlesw,Uni,103,21 in Kontakt bleiben,NH19_21,3,woe
75,w,39,Schlesw,Uni,103,22 auf die schiefe Bahn geraten,NH19_22,1,meta
75,w,39,Schlesw,Uni,103,23 etwas zu seinem Vorteil nutzen,NH19_23,3,woe
75,w,39,Schlesw,Uni,103,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,3,woe
75,w,39,Schlesw,Uni,103,26 jemandem Dampf machen,NH19_26,1,meta
75,w,39,Schlesw,Uni,103,27 seinen Titel verteidigen,NH19_27,3,woe
75,w,39,Schlesw,Uni,103,28 in Raten zahlen,NH19_28,3,woe
75,w,39,Schlesw,Uni,103,29 seine Berechtigung haben,NH19_29,2,woe
75,w,39,Schlesw,Uni,103,32 in Hörweite sein,NH19_32,3,woe
75,w,39,Schlesw,Uni,103,33 außer Betrieb sein,NH19_33,3,woe
75,w,39,Schlesw,Uni,103,01 keinerlei Mitgefühl haben,NH20_01,2,woe
75,w,39,Schlesw,Uni,103,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
75,w,39,Schlesw,Uni,103,03 jemanden um den Finger wickeln,NH20_03,1,meta
75,w,39,Schlesw,Uni,103,04 die Axt im Walde sein,NH20_04,1,meta
75,w,39,Schlesw,Uni,103,05 ein schlechtes Gewissen haben,NH20_05,2,woe
75,w,39,Schlesw,Uni,103,07 einen empfindlichen Magen haben,NH20_07,1,woe
75,w,39,Schlesw,Uni,103,08 auf eigene Faust handeln,NH20_08,2,meta
75,w,39,Schlesw,Uni,103,09 den Rahmen sprengen,NH20_09,1,meta
75,w,39,Schlesw,Uni,103,12 zur Seite gehen,NH20_12,3,woe
75,w,39,Schlesw,Uni,103,13 seine Meinung ändern,NH20_13,3,woe
75,w,39,Schlesw,Uni,103,14 gegen den Strom schwimmen,NH20_14,1,meta
75,w,39,Schlesw,Uni,103,16 jemandem die Laune verderben,NH20_16,2,woe
75,w,39,Schlesw,Uni,103,17 jemanden in Gefahr bringen,NH20_17,3,woe
75,w,39,Schlesw,Uni,103,18 sich schütteln vor Lachen,NH20_18,2,woe
75,w,39,Schlesw,Uni,103,19 etwas auf Vorrat kaufen,NH20_19,3,woe
75,w,39,Schlesw,Uni,103,20 sich die Kugel geben,NH20_20,2,meta
75,w,39,Schlesw,Uni,103,21 ein zweischneidiges Schwert sein,NH20_21,1,meta
75,w,39,Schlesw,Uni,103,22 jemandes gutes Recht sein,NH20_22,3,woe
75,w,39,Schlesw,Uni,103,23 etwas zum Selbstzweck betreiben,NH20_23,3,woe
75,w,39,Schlesw,Uni,103,24 etwas im Halbschlaf hören,NH20_24,3,woe
75,w,39,Schlesw,Uni,103,25 ein Griff ins Klo sein,NH20_25,1,meta
75,w,39,Schlesw,Uni,103,27 Fahrerflucht begehen,NH20_27,3,woe
75,w,39,Schlesw,Uni,103,28 auf dumme Gedanken kommen,NH20_28,3,woe
75,w,39,Schlesw,Uni,103,29 Luftschlösser bauen,NH20_29,2,meta
75,w,39,Schlesw,Uni,103,31 Schritttempo fahren,NH20_31,2,woe
76,w,27,Sachs-Anh,Uni,94,01 ein Fels in der Brandung sein,NH14_01,1,meta
76,w,27,Sachs-Anh,Uni,94,03 jemandem den Marsch blasen,NH14_03,1,meta
76,w,27,Sachs-Anh,Uni,94,04 jemanden in der Luft zerreißen,NH14_04,1,meta
76,w,27,Sachs-Anh,Uni,94,05 keinen Spaß verstehen,NH14_05,2,woe
76,w,27,Sachs-Anh,Uni,94,06 etwas aus dem Ärmel schütteln,NH14_06,1,meta
76,w,27,Sachs-Anh,Uni,94,08 etwas an die Öffentlichkeit bringen,NH14_08,3,woe
76,w,27,Sachs-Anh,Uni,94,09 auf jemanden ist kein Verlass,NH14_09,1,woe
76,w,27,Sachs-Anh,Uni,94,10 einen grünen Daumen haben,NH14_10,1,meta
76,w,27,Sachs-Anh,Uni,94,11 jemandem die Vorfahrt nehmen,NH14_11,4,woe
76,w,27,Sachs-Anh,Uni,94,12 sich nicht von der Stelle rühren,NH14_12,3,woe
76,w,27,Sachs-Anh,Uni,94,13 einen Rausch haben,NH14_13,2,woe
76,w,27,Sachs-Anh,Uni,94,15 jemandem Gesellschaft leisten,NH14_15,4,woe
76,w,27,Sachs-Anh,Uni,94,16 jemanden übers Ohr hauen,NH14_16,1,meta
76,w,27,Sachs-Anh,Uni,94,17 auf der Durchreise sein,NH14_17,2,woe
76,w,27,Sachs-Anh,Uni,94,18 keine Chance haben,NH14_18,2,woe
76,w,27,Sachs-Anh,Uni,94,19 Folgerungen ziehen,NH14_19,3,woe
76,w,27,Sachs-Anh,Uni,94,20 ein ungeschriebenes Gesetz sein,NH14_20,2,woe
76,w,27,Sachs-Anh,Uni,94,21 bei jemandem fällt der Groschen,NH14_21,1,meta
76,w,27,Sachs-Anh,Uni,94,22 in Führung gehen (beim Sport),NH14_22,4,woe
76,w,27,Sachs-Anh,Uni,94,23 jemandem Unrecht tun,NH14_23,2,woe
76,w,27,Sachs-Anh,Uni,94,24 zur Debatte stehen,NH14_24,2,woe
76,w,27,Sachs-Anh,Uni,94,25 etwas aus Prinzip tun,NH14_25,3,woe
76,w,27,Sachs-Anh,Uni,94,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
76,w,27,Sachs-Anh,Uni,94,27 unter Druck geraten,NH14_27,1,meta
76,w,27,Sachs-Anh,Uni,94,28 nicht im Hause sein,NH14_28,4,woe
76,w,27,Sachs-Anh,Uni,94,29 die Pferde scheu machen,NH14_29,1,meta
76,w,27,Sachs-Anh,Uni,94,30 etwas in aller Deutlichkeit sagen,NH14_30,3,woe
76,w,27,Sachs-Anh,Uni,94,31 jemandem die Laune verderben,NH14_31,1,woe
76,w,27,Sachs-Anh,Uni,94,32 einen Eid schwören,NH14_32,3,woe
76,w,27,Sachs-Anh,Uni,94,35 die Flinte ins Korn werfen,NH14_35,1,meta
76,w,27,Sachs-Anh,Uni,94,01 vor Gericht stehen (ein Angeklagter),NH19_01,2,woe
76,w,27,Sachs-Anh,Uni,94,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,3,woe
76,w,27,Sachs-Anh,Uni,94,03 im Team arbeiten,NH19_03,4,woe
76,w,27,Sachs-Anh,Uni,94,04 an Bord gehen,NH19_04,2,woe
76,w,27,Sachs-Anh,Uni,94,05 in der Tinte sitzen,NH19_05,1,meta
76,w,27,Sachs-Anh,Uni,94,06 jemanden zur Sau machen,NH19_06,1,meta
76,w,27,Sachs-Anh,Uni,94,07 jemandem platzt der Kopf,NH19_07,1,meta
76,w,27,Sachs-Anh,Uni,94,08 etwas ist in jemandes Interesse,NH19_08,2,woe
76,w,27,Sachs-Anh,Uni,94,09 etwas in Stücke schlagen,NH19_09,4,woe
76,w,27,Sachs-Anh,Uni,94,10 Langeweile haben,NH19_10,2,woe
76,w,27,Sachs-Anh,Uni,94,11 die Kirche im Dorf lassen,NH19_11,1,meta
76,w,27,Sachs-Anh,Uni,94,12 sein eigenes Leben haben,NH19_12,2,woe
76,w,27,Sachs-Anh,Uni,94,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,3,woe
76,w,27,Sachs-Anh,Uni,94,14 in Erfüllung gehen,NH19_14,2,woe
76,w,27,Sachs-Anh,Uni,94,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
76,w,27,Sachs-Anh,Uni,94,17 das Thema wechseln,NH19_17,3,woe
76,w,27,Sachs-Anh,Uni,94,18 etwas ist nicht jemandes Sache,NH19_18,3,woe
76,w,27,Sachs-Anh,Uni,94,19 jemanden im Vorbeigehen grüßen,NH19_19,3,woe
76,w,27,Sachs-Anh,Uni,94,20 mit dem Feuer spielen,NH19_20,1,meta
76,w,27,Sachs-Anh,Uni,94,21 in Kontakt bleiben,NH19_21,3,woe
76,w,27,Sachs-Anh,Uni,94,22 auf die schiefe Bahn geraten,NH19_22,1,meta
76,w,27,Sachs-Anh,Uni,94,23 etwas zu seinem Vorteil nutzen,NH19_23,2,woe
76,w,27,Sachs-Anh,Uni,94,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
76,w,27,Sachs-Anh,Uni,94,26 jemandem Dampf machen,NH19_26,1,meta
76,w,27,Sachs-Anh,Uni,94,27 seinen Titel verteidigen,NH19_27,2,woe
76,w,27,Sachs-Anh,Uni,94,28 in Raten zahlen,NH19_28,4,woe
76,w,27,Sachs-Anh,Uni,94,29 seine Berechtigung haben,NH19_29,4,woe
76,w,27,Sachs-Anh,Uni,94,32 in Hörweite sein,NH19_32,4,woe
76,w,27,Sachs-Anh,Uni,94,33 außer Betrieb sein,NH19_33,4,woe
76,w,27,Sachs-Anh,Uni,94,01 keinerlei Mitgefühl haben,NH20_01,2,woe
76,w,27,Sachs-Anh,Uni,94,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
76,w,27,Sachs-Anh,Uni,94,03 jemanden um den Finger wickeln,NH20_03,1,meta
